Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,934
Conversion Gain:,1024
Coarse Gain:,2
Fine Gain:,1.0
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:Elapsed Real Time:,906.77
Elapsed Live Time:,904.22
Start Time:,November 21, 2024, 03:29:40
End Time:,November 21, 2024, 03:44:47
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,0
1,,0
2,,0
3,,0
4,,0
5,,0
6,,0
7,,0
8,,0
9,,0
10,,0
11,,0
12,,0
13,,0
14,,0
15,,0
16,,0
17,,50
18,,107
19,,91
20,,129
21,,90
22,,110
23,,116
24,,112
25,,104
26,,113
27,,115
28,,93
29,,106
30,,119
31,,111
32,,119
33,,101
34,,110
35,,121
36,,104
37,,106
38,,97
39,,124
40,,96
41,,120
42,,96
43,,112
44,,112
45,,129
46,,115
47,,106
48,,138
49,,120
50,,111
51,,115
52,,110
53,,120
54,,102
55,,117
56,,105
57,,122
58,,130
59,,120
60,,142
61,,134
62,,117
63,,141
64,,119
65,,118
66,,116
67,,103
68,,102
69,,110
70,,130
71,,127
72,,120
73,,101
74,,117
75,,117
76,,130
77,,108
78,,119
79,,143
80,,121
81,,120
82,,94
83,,128
84,,115
85,,115
86,,131
87,,131
88,,108
89,,146
90,,116
91,,137
92,,141
93,,135
94,,144
95,,149
96,,154
97,,172
98,,170
99,,185
100,,233
101,,207
102,,207
103,,224
104,,209
105,,181
106,,193
107,,152
108,,174
109,,156
110,,142
111,,137
112,,159
113,,139
114,,153
115,,172
116,,132
117,,146
118,,138
119,,149
120,,145
121,,145
122,,140
123,,136
124,,137
125,,120
126,,119
127,,139
128,,107
129,,134
130,,131
131,,131
132,,109
133,,100
134,,121
135,,107
136,,151
137,,115
138,,103
139,,115
140,,128
141,,125
142,,141
143,,140
144,,123
145,,112
146,,120
147,,122
148,,110
149,,117
150,,103
151,,118
152,,137
153,,137
154,,111
155,,127
156,,110
157,,123
158,,125
159,,129
160,,127
161,,132
162,,120
163,,134
164,,113
165,,128
166,,133
167,,168
168,,121
169,,130
170,,114
171,,155
172,,134
173,,127
174,,127
175,,134
176,,116
177,,127
178,,130
179,,145
180,,116
181,,132
182,,126
183,,109
184,,133
185,,143
186,,129
187,,141
188,,126
189,,135
190,,120
191,,138
192,,114
193,,128
194,,131
195,,130
196,,133
197,,139
198,,153
199,,139
200,,134
201,,155
202,,141
203,,124
204,,157
205,,111
206,,133
207,,136
208,,128
209,,142
210,,140
211,,132
212,,127
213,,140
214,,138
215,,133
216,,129
217,,121
218,,137
219,,129
220,,136
221,,113
222,,142
223,,133
224,,143
225,,153
226,,131
227,,136
228,,138
229,,121
230,,124
231,,153
232,,151
233,,151
234,,147
235,,149
236,,145
237,,131
238,,151
239,,140
240,,143
241,,141
242,,133
243,,154
244,,146
245,,140
246,,129
247,,122
248,,154
249,,139
250,,149
251,,137
252,,134
253,,150
254,,150
255,,162
256,,134
257,,148
258,,134
259,,139
260,,156
261,,155
262,,159
263,,154
264,,166
265,,156
266,,148
267,,157
268,,163
269,,165
270,,148
271,,148
272,,136
273,,143
274,,148
275,,159
276,,148
277,,147
278,,135
279,,145
280,,117
281,,138
282,,144
283,,161
284,,154
285,,157
286,,130
287,,110
288,,137
289,,117
290,,155
291,,142
292,,134
293,,143
294,,121
295,,132
296,,144
297,,159
298,,141
299,,146
300,,141
301,,141
302,,156
303,,130
304,,139
305,,144
306,,126
307,,139
308,,148
309,,134
310,,124
311,,146
312,,141
313,,139
314,,140
315,,142
316,,130
317,,153
318,,159
319,,136
320,,138
321,,156
322,,126
323,,161
324,,147
325,,135
326,,143
327,,151
328,,144
329,,131
330,,118
331,,152
332,,140
333,,147
334,,163
335,,153
336,,117
337,,143
338,,137
339,,133
340,,135
341,,144
342,,145
343,,151
344,,160
345,,134
346,,121
347,,142
348,,134
349,,140
350,,136
351,,140
352,,146
353,,144
354,,146
355,,137
356,,124
357,,131
358,,127
359,,139
360,,141
361,,135
362,,159
363,,138
364,,131
365,,153
366,,161
367,,153
368,,148
369,,135
370,,145
371,,140
372,,137
373,,141
374,,141
375,,145
