x,theta,time,ch1,ch2,coincidences
1000,0,10,8897,1273,1
2000,0,10,9437,1253,13
3000,0,10,9598,1310,3
4000,0,10,9722,1305,1
5000,0,10,9987,1262,2
6000,0,10,10116,1337,8
7000,0,10,10440,1265,8
8000,0,10,10692,1317,4
9000,0,10,10886,1398,6
10000,0,10,11105,1330,8
11000,0,10,11377,1409,4
12000,0,10,11330,1351,8
13000,0,10,11759,1399,2
14000,0,10,11744,1372,6
15000,0,10,12316,1362,3
16000,0,10,12450,1371,5
17000,0,10,12582,1367,9
18000,0,10,13001,1355,9
19000,0,10,13097,1405,10
20000,0,10,13621,1406,4
21000,0,10,13816,1406,5
22000,0,10,13803,1364,10
23000,0,10,14501,1446,10
24000,0,10,14762,1415,9
25000,0,10,14945,1335,7
26000,0,10,15246,1412,6
27000,0,10,15374,1363,6
28000,0,10,15810,1375,9
29000,0,10,15491,1368,13
30000,0,10,16065,1376,11
31000,0,10,16249,1379,12
32000,0,10,16691,1363,12
33000,0,10,16688,1345,12
34000,0,10,17233,1413,10
35000,0,10,17296,1348,6
36000,0,10,17449,1485,10
37000,0,10,17981,1335,10
38000,0,10,18191,1372,5
39000,0,10,18308,1423,13
40000,0,10,18262,1397,6
41000,0,10,19033,1400,16
42000,0,10,19138,1430,27
43000,0,10,19083,1348,20
44000,0,10,19228,1388,47
45000,0,10,19562,1368,74
46000,0,10,19331,1375,130
47000,0,10,19772,1393,144
48000,0,10,19731,1351,134
49000,0,10,19529,1352,128
50000,0,10,19797,1276,126
51000,0,10,19614,1323,116
52000,0,10,19679,1333,151
53000,0,10,19595,1293,103
54000,0,10,19383,1316,70
55000,0,10,19546,1285,20
56000,0,10,19192,1297,16
57000,0,10,19079,1287,18
58000,0,10,18901,1323,13
59000,0,10,18834,1369,12
60000,0,10,18402,1317,6
61000,0,10,18462,1266,5
62000,0,10,17981,1314,15
63000,0,10,17878,1297,4
64000,0,10,17616,1241,10
65000,0,10,17221,1277,11
66000,0,10,17186,1234,5
67000,0,10,16901,1274,10
68000,0,10,16350,1273,10
69000,0,10,16457,1239,2
70000,0,10,15907,1224,7
71000,0,10,15893,1193,6
72000,0,10,15454,1186,7
73000,0,10,15156,1239,8
74000,0,10,14926,1192,7
75000,0,10,14483,1224,6
76000,0,10,14253,1187,10
77000,0,10,14046,1174,6
78000,0,10,13472,1104,4
79000,0,10,13520,1163,5
80000,0,10,13428,1095,6
81000,0,10,12735,1190,5
82000,0,10,12780,1166,4
83000,0,10,12469,1182,3
84000,0,10,11931,1163,7
85000,0,10,11813,1121,5
86000,0,10,11720,1056,7
87000,0,10,11363,1150,5
88000,0,10,11052,1140,6
89000,0,10,10949,1051,3
90000,0,10,10559,1043,4
