x,theta,time,ch1,ch2,coincidences
1000,0,10,10117,3699,10
2000,0,10,10477,3795,15
3000,0,10,10333,3789,21
4000,0,10,10479,3942,14
5000,0,10,10730,3898,14
6000,0,10,10847,4023,15
7000,0,10,11145,3918,21
8000,0,10,10976,4155,20
9000,0,10,11389,4195,15
10000,0,10,11570,4164,21
11000,0,10,11285,4312,14
12000,0,10,11386,4288,23
13000,0,10,11689,4341,28
14000,0,10,11688,4498,28
15000,0,10,11944,4370,15
16000,0,10,11895,4549,24
17000,0,10,12048,4578,14
18000,0,10,12364,4453,22
19000,0,10,12153,4524,20
20000,0,10,12468,4556,25
21000,0,10,12387,4614,35
22000,0,10,12455,4692,20
23000,0,10,12739,4696,35
24000,0,10,12793,4660,29
25000,0,10,12670,4817,18
26000,0,10,13247,4751,25
27000,0,10,12947,4736,37
28000,0,10,12990,4761,27
29000,0,10,13102,4888,36
30000,0,10,13316,4864,20
31000,0,10,13356,5024,28
32000,0,10,13354,4966,30
33000,0,10,13377,4963,30
34000,0,10,13713,4963,17
35000,0,10,13417,5036,21
36000,0,10,13539,4987,39
37000,0,10,13691,4964,35
38000,0,10,13742,5115,24
39000,0,10,13805,5100,28
40000,0,10,13666,4909,38
41000,0,10,13877,4989,36
42000,0,10,13749,5037,46
43000,0,10,13751,5040,50
44000,0,10,13903,5092,89
45000,0,10,13894,5037,96
46000,0,10,13656,5014,123
47000,0,10,13959,4936,135
48000,0,10,14131,5157,152
49000,0,10,14118,5063,170
50000,0,10,14180,4893,144
51000,0,10,13802,5006,142
52000,0,10,14008,4864,143
53000,0,10,14229,5103,159
54000,0,10,14124,5000,159
55000,0,10,14118,5014,151
56000,0,10,14112,4950,187
57000,0,10,13768,4994,112
58000,0,10,14110,4797,100
59000,0,10,13733,4991,86
60000,0,10,13887,4775,47
61000,0,10,13677,4817,29
62000,0,10,13624,4806,36
63000,0,10,13297,4794,28
64000,0,10,13590,4772,35
65000,0,10,13360,4820,31
66000,0,10,13584,4627,18
67000,0,10,13290,4679,34
68000,0,10,13065,4693,26
69000,0,10,13216,4605,27
70000,0,10,13240,4574,18
71000,0,10,13024,4442,21
72000,0,10,12954,4540,27
73000,0,10,12693,4343,17
74000,0,10,12777,4486,17
75000,0,10,12681,4541,23
76000,0,10,12480,4484,21
77000,0,10,12607,4254,18
78000,0,10,12426,4343,20
79000,0,10,12191,4150,17
80000,0,10,12211,4309,20
81000,0,10,12210,4068,15
82000,0,10,12134,4084,25
83000,0,10,11567,4022,12
84000,0,10,11592,4070,16
85000,0,10,11662,4039,22
86000,0,10,11628,3905,17
87000,0,10,11394,3889,9
88000,0,10,11552,3714,20
89000,0,10,11130,3784,19
90000,0,10,11264,3788,13
