Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,1024
Coarse Gain:,32
Fine Gain:,1.40
Upper Discriminator:,633
Lower Discriminator:,5
Calibration Coefficients:,-3.018691588785032,0.6074766355140186
Calibration Channels:,56,591
Calibration Energies:,31.0,356.0
Elapsed Real Time:,576.46
Elapsed Live Time:,514.09
Start Time:,October 10, 2024, 03:07:09
End Time:,October 10, 2024, 03:20:58
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,123,174,801581,519999,26,86
2,29,82,2166960,1887995,20,31
3,557,626,494731,171225,44,356

Channel Data:
Channel,Energy,Counts
980,592.3084112149533,11
981,592.9158878504672,18
982,593.5233644859812,13
983,594.1308411214953,10
984,594.7383177570093,15
985,595.3457943925233,11
986,595.9532710280373,13
987,596.5607476635514,9
988,597.1682242990654,8
989,597.7757009345794,12
990,598.3831775700934,16
991,598.9906542056075,10
992,599.5981308411215,15
993,600.2056074766355,5
994,600.8130841121495,17
995,601.4205607476636,16
996,602.0280373831775,10
997,602.6355140186915,17
998,603.2429906542055,10
999,603.8504672897196,16
1000,604.4579439252336,19
1001,605.0654205607476,11
1002,605.6728971962616,15
1003,606.2803738317757,14
1004,606.8878504672897,15
1005,607.4953271028037,16
1006,608.1028037383177,11
1007,608.7102803738318,8
1008,609.3177570093458,6
1009,609.9252336448598,16
1010,610.5327102803737,18
1011,611.1401869158879,14
1012,611.7476635514018,13
1013,612.3551401869158,12
1014,612.9626168224298,21
1015,613.5700934579439,22
1016,614.1775700934579,15
1017,614.7850467289719,12
1018,615.3925233644859,24
1019,616.0,18
1020,616.607476635514,15
1021,617.214953271028,20
1022,617.822429906542,16
1023,618.4299065420561,16
