Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,900
Conversion Gain:,1024
Coarse Gain:,16
Fine Gain:,1.09
Upper Discriminator:,1610
Lower Discriminator:,-8
Calibration Coefficients:,-30.68852459016398,1.5655737704918034
Calibration Channels:,346,834
Calibration Energies:,511.0,1275.0
Elapsed Real Time:,78.8
Elapsed Live Time:,77.17
Start Time:,October 10, 2024, 03:01:26
End Time:,October 10, 2024, 03:03:07
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,392,394,157,9,0,584

Channel Data:
Channel,Energy,Counts
347,512.5655737704918,1209
348,514.1311475409835,1229
349,515.6967213114754,1240
350,517.2622950819672,1214
351,518.827868852459,1162
352,520.3934426229508,1110
353,521.9590163934427,1100
354,523.5245901639344,1131
355,525.0901639344262,1054
356,526.655737704918,998
357,528.2213114754098,1034
358,529.7868852459017,866
359,531.3524590163934,845
360,532.9180327868852,776
361,534.483606557377,811
362,536.0491803278688,782
363,537.6147540983607,705
364,539.1803278688525,602
365,540.7459016393442,629
366,542.311475409836,518
367,543.8770491803278,535
368,545.4426229508197,437
369,547.0081967213115,379
370,548.5737704918033,360
371,550.139344262295,333
372,551.7049180327868,288
373,553.2704918032787,271
374,554.8360655737705,268
375,556.4016393442623,231
376,557.967213114754,200
377,559.5327868852459,211
378,561.0983606557377,164
379,562.6639344262295,134
380,564.2295081967213,112
381,565.7950819672132,118
382,567.3606557377049,96
383,568.9262295081967,73
384,570.4918032786885,76
385,572.0573770491803,74
386,573.6229508196722,77
387,575.1885245901639,76
388,576.7540983606557,66
389,578.3196721311475,73
390,579.8852459016393,59
391,581.4508196721312,46
392,583.016393442623,46
393,584.5819672131147,53
394,586.1475409836065,58
395,587.7131147540983,42
396,589.2786885245902,52
397,590.844262295082,25
398,592.4098360655737,44
399,593.9754098360655,41
400,595.5409836065573,44
401,597.1065573770492,43
402,598.672131147541,33
403,600.2377049180328,39
404,601.8032786885245,29
405,603.3688524590164,44
406,604.9344262295082,45
407,606.5,34
408,608.0655737704918,40
409,609.6311475409836,37
410,611.1967213114754,40
411,612.7622950819672,50
412,614.327868852459,38
413,615.8934426229508,44
414,617.4590163934427,42
415,619.0245901639344,43
416,620.5901639344262,48
417,622.155737704918,52
418,623.7213114754098,46
419,625.2868852459017,46
420,626.8524590163935,35
421,628.4180327868852,48
422,629.983606557377,46
423,631.5491803278688,47
424,633.1147540983607,41
425,634.6803278688525,36
426,636.2459016393442,43
427,637.811475409836,37
428,639.3770491803278,47
429,640.9426229508197,51
430,642.5081967213115,50
431,644.0737704918033,28
432,645.639344262295,36
433,647.2049180327868,42
434,648.7704918032787,26
435,650.3360655737705,43
436,651.9016393442623,48
437,653.467213114754,40
438,655.0327868852459,34
439,656.5983606557377,45
440,658.1639344262295,37
441,659.7295081967213,41
442,661.2950819672132,40
443,662.8606557377049,53
444,664.4262295081967,49
445,665.9918032786885,41
446,667.5573770491803,49
447,669.1229508196722,37
448,670.688524590164,36
449,672.2540983606557,50
450,673.8196721311475,46
451,675.3852459016393,55
452,676.9508196721312,54
453,678.516393442623,45
454,680.0819672131147,46
455,681.6475409836065,29
456,683.2131147540983,47
457,684.7786885245902,53
458,686.344262295082,42
459,687.9098360655738,39
460,689.4754098360655,44
461,691.0409836065573,46
462,692.6065573770492,42
463,694.172131147541,46
464,695.7377049180328,35
465,697.3032786885245,39
466,698.8688524590164,42
467,700.4344262295082,33
468,702.0,30
469,703.5655737704918,50
470,705.1311475409836,42
471,706.6967213114754,60
472,708.2622950819672,39
473,709.827868852459,44
474,711.3934426229508,45
475,712.9590163934427,41
476,714.5245901639344,46
477,716.0901639344262,47
478,717.655737704918,48
479,719.2213114754098,47
480,720.7868852459017,48
481,722.3524590163935,45
482,723.9180327868852,43
483,725.483606557377,50
484,727.0491803278688,47
485,728.6147540983607,44
486,730.1803278688525,39
487,731.7459016393442,47
488,733.311475409836,33
489,734.8770491803278,48
490,736.4426229508197,35
491,738.0081967213115,54
492,739.5737704918033,30
493,741.139344262295,51
494,742.7049180327868,56
495,744.2704918032787,48
496,745.8360655737705,48
497,747.4016393442623,31
498,748.9672131147541,37
499,750.5327868852459,42
500,752.0983606557377,43
501,753.6639344262295,52
502,755.2295081967213,41
503,756.7950819672132,33
504,758.3606557377049,53
505,759.9262295081967,53
506,761.4918032786885,46
507,763.0573770491803,31
508,764.6229508196722,44
509,766.188524590164,44
510,767.7540983606557,42
511,769.3196721311475,43
512,770.8852459016393,48
513,772.4508196721312,56
514,774.016393442623,41
515,775.5819672131147,42
516,777.1475409836065,48
517,778.7131147540983,46
518,780.2786885245902,52
519,781.844262295082,40
520,783.4098360655738,40
521,784.9754098360655,35
522,786.5409836065573,56
523,788.1065573770492,62
524,789.672131147541,39
525,791.2377049180328,51
526,792.8032786885245,40
527,794.3688524590164,27
528,795.9344262295082,38
529,797.5,49
530,799.0655737704918,42
531,800.6311475409836,49
532,802.1967213114754,50
533,803.7622950819672,51
534,805.327868852459,47
535,806.8934426229508,42
536,808.4590163934427,43
537,810.0245901639345,59
538,811.5901639344262,36
539,813.155737704918,40
540,814.7213114754098,46
541,816.2868852459017,50
542,817.8524590163935,48
543,819.4180327868852,46
544,820.983606557377,48
545,822.5491803278688,42
546,824.1147540983607,45
547,825.6803278688525,70
548,827.2459016393443,55
549,828.811475409836,40
550,830.3770491803278,46
551,831.9426229508197,43
552,833.5081967213115,48
553,835.0737704918033,35
554,836.639344262295,46
555,838.2049180327868,57
556,839.7704918032787,58
557,841.3360655737705,36
558,842.9016393442623,50
559,844.4672131147541,56
560,846.0327868852459,42
561,847.5983606557377,49
562,849.1639344262295,48
563,850.7295081967213,53
564,852.2950819672132,67
565,853.8606557377049,38
566,855.4262295081967,40
567,856.9918032786885,47
568,858.5573770491803,48
569,860.1229508196722,46
570,861.688524590164,50
571,863.2540983606557,55
572,864.8196721311475,59
573,866.3852459016393,43
574,867.9508196721312,49
575,869.516393442623,45
576,871.0819672131147,38
577,872.6475409836065,53
578,874.2131147540983,49
579,875.7786885245902,53
580,877.344262295082,41
581,878.9098360655738,50
582,880.4754098360655,50
583,882.0409836065573,54
584,883.6065573770492,65
585,885.172131147541,37
586,886.7377049180328,43
587,888.3032786885246,57
588,889.8688524590164,61
589,891.4344262295082,58
590,893.0,39
591,894.5655737704918,44
592,896.1311475409836,54
593,897.6967213114754,50
594,899.2622950819672,64
595,900.827868852459,39
596,902.3934426229508,55
597,903.9590163934427,56
598,905.5245901639345,50
599,907.0901639344262,48
600,908.655737704918,56
601,910.2213114754098,55
602,911.7868852459017,54
603,913.3524590163935,59
604,914.9180327868852,47
605,916.483606557377,50
606,918.0491803278688,53
607,919.6147540983607,53
608,921.1803278688525,67
609,922.7459016393443,60
610,924.311475409836,53
611,925.8770491803278,50
612,927.4426229508197,49
613,929.0081967213115,49
614,930.5737704918033,53
615,932.139344262295,52
616,933.7049180327868,53
617,935.2704918032787,55
618,936.8360655737705,50
619,938.4016393442623,58
620,939.9672131147541,63
621,941.5327868852459,50
622,943.0983606557377,48
623,944.6639344262295,51
624,946.2295081967213,56
625,947.7950819672132,56
626,949.360655737705,53
627,950.9262295081967,59
628,952.4918032786885,43
629,954.0573770491803,55
630,955.6229508196722,63
631,957.188524590164,61
632,958.7540983606557,57
633,960.3196721311475,71
634,961.8852459016393,52
635,963.4508196721312,58
636,965.016393442623,53
637,966.5819672131148,57
638,968.1475409836065,58
639,969.7131147540983,59
640,971.2786885245902,57
641,972.844262295082,60
642,974.4098360655738,50
643,975.9754098360655,63
644,977.5409836065573,51
645,979.1065573770492,60
646,980.672131147541,48
647,982.2377049180328,70
648,983.8032786885246,73
649,985.3688524590164,57
650,986.9344262295082,53
651,988.5,58
652,990.0655737704918,58
653,991.6311475409836,57
654,993.1967213114754,58
655,994.7622950819673,46
656,996.327868852459,41
657,997.8934426229507,58
658,999.4590163934427,51
659,1001.0245901639344,59
660,1002.5901639344263,64
661,1004.155737704918,57
662,1005.72131147541,45
663,1007.2868852459017,51
664,1008.8524590163934,69
665,1010.4180327868853,58
666,1011.983606557377,51
667,1013.549180327869,68
668,1015.1147540983607,50
669,1016.6803278688524,40
670,1018.2459016393443,51
671,1019.811475409836,69
672,1021.377049180328,51
673,1022.9426229508197,59
674,1024.5081967213114,54
675,1026.0737704918033,53
676,1027.639344262295,68
677,1029.204918032787,49
678,1030.7704918032787,56
679,1032.3360655737704,50
680,1033.9016393442623,40
681,1035.467213114754,43
682,1037.032786885246,36
683,1038.5983606557377,43
684,1040.1639344262296,50
685,1041.7295081967213,45
686,1043.295081967213,39
687,1044.860655737705,53
688,1046.4262295081967,40
689,1047.9918032786886,34
690,1049.5573770491803,41
691,1051.122950819672,42
692,1052.688524590164,30
693,1054.2540983606557,43
694,1055.8196721311476,40
695,1057.3852459016393,31
696,1058.950819672131,30
697,1060.516393442623,42
698,1062.0819672131147,27
699,1063.6475409836066,33
700,1065.2131147540983,35
701,1066.7786885245903,41
702,1068.344262295082,34
703,1069.9098360655737,40
704,1071.4754098360656,26
705,1073.0409836065573,24
706,1074.6065573770493,29
707,1076.172131147541,34
708,1077.7377049180327,38
709,1079.3032786885246,27
710,1080.8688524590164,28
711,1082.4344262295083,24
712,1084.0,29
713,1085.5655737704917,23
714,1087.1311475409836,22
715,1088.6967213114754,23
716,1090.2622950819673,19
717,1091.827868852459,26
718,1093.3934426229507,28
719,1094.9590163934427,21
720,1096.5245901639344,14
721,1098.0901639344263,18
722,1099.655737704918,25
723,1101.22131147541,18
724,1102.7868852459017,17
725,1104.3524590163934,20
726,1105.9180327868853,17
727,1107.483606557377,17
728,1109.049180327869,20
729,1110.6147540983607,18
730,1112.1803278688524,15
731,1113.7459016393443,14
732,1115.311475409836,16
733,1116.877049180328,7
734,1118.4426229508197,20
735,1120.0081967213114,12
736,1121.5737704918033,4
737,1123.139344262295,9
738,1124.704918032787,17
739,1126.2704918032787,16
740,1127.8360655737706,10
741,1129.4016393442623,10
742,1130.967213114754,8
743,1132.532786885246,11
744,1134.0983606557377,8
745,1135.6639344262296,7
746,1137.2295081967213,11
747,1138.795081967213,6
748,1140.360655737705,7
749,1141.9262295081967,8
750,1143.4918032786886,11
751,1145.0573770491803,11
752,1146.622950819672,6
753,1148.188524590164,10
754,1149.7540983606557,8
755,1151.3196721311476,6
756,1152.8852459016393,7
757,1154.450819672131,12
758,1156.016393442623,12
759,1157.5819672131147,8
760,1159.1475409836066,10
761,1160.7131147540983,16
762,1162.2786885245903,4
763,1163.844262295082,14
764,1165.4098360655737,7
765,1166.9754098360656,10
766,1168.5409836065573,11
767,1170.1065573770493,7
768,1171.672131147541,11
769,1173.2377049180327,9
770,1174.8032786885246,8
771,1176.3688524590164,10
772,1177.9344262295083,11
773,1179.5,16
774,1181.0655737704917,13
775,1182.6311475409836,11
776,1184.1967213114754,11
777,1185.7622950819673,15
778,1187.327868852459,16
779,1188.893442622951,8
780,1190.4590163934427,16
781,1192.0245901639344,16
782,1193.5901639344263,21
783,1195.155737704918,13
784,1196.72131147541,16
785,1198.2868852459017,23
786,1199.8524590163934,20
787,1201.4180327868853,22
788,1202.983606557377,17
789,1204.549180327869,27
790,1206.1147540983607,36
791,1207.6803278688524,29
792,1209.2459016393443,30
793,1210.811475409836,35
794,1212.377049180328,41
795,1213.9426229508197,31
796,1215.5081967213114,37
797,1217.0737704918033,42
798,1218.639344262295,47
799,1220.204918032787,39
800,1221.7704918032787,37
801,1223.3360655737706,42
802,1224.9016393442623,50
803,1226.467213114754,67
804,1228.032786885246,65
805,1229.5983606557377,53
806,1231.1639344262296,73
807,1232.7295081967213,86
808,1234.295081967213,73
809,1235.860655737705,78
810,1237.4262295081967,82
811,1238.9918032786886,82
812,1240.5573770491803,71
813,1242.122950819672,101
814,1243.688524590164,104
815,1245.2540983606557,90
816,1246.8196721311476,93
817,1248.3852459016393,96
818,1249.9508196721313,101
819,1251.516393442623,124
820,1253.0819672131147,109
821,1254.6475409836066,121
822,1256.2131147540983,125
823,1257.7786885245903,120
824,1259.344262295082,104
825,1260.9098360655737,120
826,1262.4754098360656,117
827,1264.0409836065573,127
828,1265.6065573770493,112
829,1267.172131147541,139
830,1268.7377049180327,132
831,1270.3032786885246,127
832,1271.8688524590164,117
833,1273.4344262295083,113
834,1275.0,109
835,1276.5655737704917,135
836,1278.1311475409836,141
837,1279.6967213114754,127
838,1281.2622950819673,117
839,1282.827868852459,129
840,1284.393442622951,137
841,1285.9590163934427,130
842,1287.5245901639344,122
843,1289.0901639344263,121
844,1290.655737704918,111
845,1292.22131147541,118
846,1293.7868852459017,114
847,1295.3524590163934,125
848,1296.9180327868853,113
849,1298.483606557377,113
850,1300.049180327869,126
851,1301.6147540983607,105
852,1303.1803278688524,127
853,1304.7459016393443,91
854,1306.311475409836,103
855,1307.877049180328,102
856,1309.4426229508197,88
857,1311.0081967213116,86
858,1312.5737704918033,67
859,1314.139344262295,67
860,1315.704918032787,75
861,1317.2704918032787,70
862,1318.8360655737706,69
863,1320.4016393442623,54
864,1321.967213114754,46
865,1323.532786885246,66
866,1325.0983606557377,49
867,1326.6639344262296,63
868,1328.2295081967213,47
869,1329.795081967213,51
870,1331.360655737705,39
871,1332.9262295081967,40
872,1334.4918032786886,35
873,1336.0573770491803,35
874,1337.622950819672,38
875,1339.188524590164,36
876,1340.7540983606557,35
877,1342.3196721311476,31
878,1343.8852459016393,33
879,1345.4508196721313,39
880,1347.016393442623,26
881,1348.5819672131147,29
882,1350.1475409836066,23
883,1351.7131147540983,16
884,1353.2786885245903,16
885,1354.844262295082,15
886,1356.4098360655737,15
887,1357.9754098360656,13
888,1359.5409836065573,9
889,1361.1065573770493,10
890,1362.672131147541,12
891,1364.2377049180327,8
892,1365.8032786885246,5
893,1367.3688524590164,8
894,1368.9344262295083,11
895,1370.5,8
896,1372.065573770492,7
897,1373.6311475409836,9
898,1375.1967213114754,8
899,1376.7622950819673,3
900,1378.327868852459,3
901,1379.893442622951,0
902,1381.4590163934427,4
903,1383.0245901639344,1
904,1384.5901639344263,5
905,1386.155737704918,3
906,1387.72131147541,3
907,1389.2868852459017,4
908,1390.8524590163934,3
909,1392.4180327868853,4
910,1393.983606557377,1
911,1395.549180327869,0
912,1397.1147540983607,1
913,1398.6803278688524,0
914,1400.2459016393443,2
915,1401.811475409836,2
916,1403.377049180328,2
917,1404.9426229508197,1
918,1406.5081967213116,5
919,1408.0737704918033,0
920,1409.639344262295,1
921,1411.204918032787,1
922,1412.7704918032787,1
923,1414.3360655737706,1
924,1415.9016393442623,3
925,1417.467213114754,1
926,1419.032786885246,0
927,1420.5983606557377,2
928,1422.1639344262296,0
929,1423.7295081967213,1
930,1425.295081967213,3
931,1426.860655737705,0
932,1428.4262295081967,2
933,1429.9918032786886,0
934,1431.5573770491803,0
935,1433.122950819672,1
936,1434.688524590164,1
937,1436.2540983606557,1
938,1437.8196721311476,1
939,1439.3852459016393,0
940,1440.9508196721313,1
941,1442.516393442623,2
942,1444.0819672131147,2
943,1445.6475409836066,2
944,1447.2131147540983,0
945,1448.7786885245903,0
946,1450.344262295082,0
947,1451.9098360655737,1
948,1453.4754098360656,0
949,1455.0409836065573,1
950,1456.6065573770493,1
951,1458.172131147541,0
952,1459.7377049180327,4
953,1461.3032786885246,0
954,1462.8688524590164,1
955,1464.4344262295083,1
956,1466.0,1
957,1467.565573770492,1
958,1469.1311475409836,0
959,1470.6967213114754,2
960,1472.2622950819673,0
961,1473.827868852459,0
962,1475.393442622951,0
963,1476.9590163934427,0
964,1478.5245901639344,1
965,1480.0901639344263,1
966,1481.655737704918,4
967,1483.22131147541,1
968,1484.7868852459017,3
969,1486.3524590163934,0
970,1487.9180327868853,2
971,1489.483606557377,1
972,1491.049180327869,1
973,1492.6147540983607,1
974,1494.1803278688524,0
975,1495.7459016393443,1
976,1497.311475409836,1
977,1498.877049180328,2
978,1500.4426229508197,0
979,1502.0081967213116,2
980,1503.5737704918033,1
981,1505.139344262295,0
982,1506.704918032787,0
983,1508.2704918032787,0
984,1509.8360655737706,0
985,1511.4016393442623,2
986,1512.967213114754,0
987,1514.532786885246,0
988,1516.0983606557377,2
989,1517.6639344262296,0
990,1519.2295081967213,0
991,1520.795081967213,2
992,1522.360655737705,1
993,1523.9262295081967,0
994,1525.4918032786886,3
995,1527.0573770491803,2
996,1528.6229508196723,0
997,1530.188524590164,0
998,1531.7540983606557,1
999,1533.3196721311476,0
1000,1534.8852459016393,0
1001,1536.4508196721313,0
1002,1538.016393442623,0
1003,1539.5819672131147,1
1004,1541.1475409836066,2
1005,1542.7131147540983,0
1006,1544.2786885245903,0
1007,1545.844262295082,2
1008,1547.4098360655737,0
1009,1548.9754098360656,2
1010,1550.5409836065573,1
1011,1552.1065573770493,0
1012,1553.672131147541,0
1013,1555.2377049180327,2
1014,1556.8032786885246,0
1015,1558.3688524590164,1
1016,1559.9344262295083,0
1017,1561.5,0
1018,1563.065573770492,1
1019,1564.6311475409836,1
1020,1566.1967213114754,1
1021,1567.7622950819673,0
1022,1569.327868852459,0
1023,1570.893442622951,0
