Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,1000
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.50
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:Elapsed Real Time:,129.19
Elapsed Live Time:,126.06
Start Time:,May 01, 2025, 05:06:10
End Time:,May 01, 2025, 05:08:19
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,0
1,,2
2,,1
3,,3
4,,5
5,,12
6,,1052
7,,2160
8,,2850
9,,3807
10,,4703
11,,6078
12,,7141
13,,7458
14,,7480
15,,7309
16,,6931
17,,6338
18,,5859
19,,5506
20,,5148
21,,4978
22,,4823
23,,4432
24,,4392
25,,4255
26,,4091
27,,4003
28,,3857
29,,3884
30,,3589
31,,3364
32,,3214
33,,3094
34,,3146
35,,2818
36,,2781
37,,2691
38,,2606
39,,2539
40,,2453
41,,2364
42,,2408
43,,2222
44,,2159
45,,2102
46,,2075
47,,1970
48,,1886
49,,1798
50,,1784
51,,1695
52,,1500
53,,1523
54,,1478
55,,1392
56,,1400
57,,1277
58,,1307
59,,1223
60,,1230
61,,1219
62,,1201
63,,1089
64,,1049
65,,1081
66,,1093
67,,1068
68,,1052
69,,1009
70,,1010
71,,980
72,,992
73,,986
74,,883
75,,945
76,,845
77,,808
78,,793
79,,727
80,,726
81,,751
82,,703
83,,637
84,,678
85,,658
86,,603
87,,659
88,,636
89,,641
90,,588
91,,610
92,,609
93,,643
94,,639
95,,628
96,,599
97,,620
98,,621
99,,637
100,,636
101,,662
102,,668
103,,667
104,,637
105,,608
106,,626
107,,674
108,,627
109,,569
110,,543
111,,568
112,,501
113,,509
114,,471
115,,484
116,,502
117,,453
118,,470
119,,474
120,,404
121,,460
122,,433
123,,405
124,,450
125,,422
126,,434
127,,447
128,,438
129,,413
130,,434
131,,395
132,,435
133,,401
134,,428
135,,414
136,,380
137,,360
138,,358
139,,334
140,,328
141,,330
142,,303
143,,280
144,,307
145,,263
146,,279
147,,265
148,,282
149,,283
150,,263
151,,295
152,,281
153,,254
154,,235
155,,239
156,,255
157,,235
158,,221
159,,240
160,,225
161,,242
162,,238
163,,249
164,,239
165,,224
166,,220
167,,232
168,,215
169,,213
170,,231
171,,221
172,,221
173,,220
174,,208
175,,211
176,,188
177,,218
178,,217
179,,183
180,,198
181,,193
182,,196
183,,211
184,,212
185,,190
186,,216
187,,181
188,,188
189,,172
190,,196
191,,182
192,,192
193,,175
194,,170
195,,172
196,,190
197,,186
198,,182
199,,157
200,,199
201,,177
202,,179
203,,157
204,,147
205,,158
206,,151
207,,148
208,,163
209,,152
210,,136
211,,160
212,,156
213,,152
214,,161
215,,165
216,,154
217,,150
218,,137
219,,150
220,,148
221,,134
222,,149
223,,133
224,,147
225,,145
226,,118
227,,174
228,,149
229,,143
230,,149
231,,134
232,,158
233,,152
234,,132
235,,158
236,,140
237,,137
238,,186
239,,144
240,,156
241,,141
242,,136
243,,130
244,,142
245,,128
246,,141
247,,142
248,,132
249,,132
250,,139
251,,132
252,,121
253,,129
254,,124
255,,138
256,,134
257,,140
258,,141
259,,133
260,,104
261,,103
262,,100
263,,116
264,,95
265,,106
266,,111
267,,126
268,,95
269,,105
270,,128
271,,98
272,,98
273,,107
274,,121
275,,109
276,,97
277,,104
278,,106
279,,96
280,,101
281,,121
282,,105
283,,123
284,,97
285,,105
286,,99
287,,109
288,,87
289,,90
290,,117
291,,90
292,,91
293,,109
294,,116
295,,127
296,,95
297,,109
298,,96
299,,107
300,,107
301,,103
302,,95
303,,104
304,,106
305,,81
306,,107
307,,118
308,,103
309,,92
310,,97
311,,106
312,,93
313,,108
314,,101
315,,94
316,,93
317,,98
318,,89
319,,105
320,,110
321,,90
322,,91
323,,86
324,,83
325,,82
326,,72
327,,69
328,,65
329,,75
330,,78
331,,62
332,,60
333,,55
334,,72
335,,54
336,,65
337,,63
338,,70
339,,63
340,,63
341,,71
342,,73
343,,54
344,,68
345,,62
346,,60
347,,47
348,,47
349,,61
350,,52
351,,71
352,,56
353,,79
354,,68
355,,49
356,,59
357,,60
358,,79
359,,51
360,,73
361,,52
362,,50
363,,50
364,,61
365,,70
366,,47
367,,44
368,,56
369,,54
370,,54
371,,58
372,,64
373,,59
374,,81
375,,63
376,,49
377,,46
378,,64
379,,44
380,,49
381,,58
382,,51
383,,54
384,,63
385,,50
386,,52
387,,66
388,,52
389,,46
390,,60
391,,44
392,,43
393,,60
394,,57
395,,47
396,,39
397,,50
398,,37
399,,56
400,,42
401,,48
402,,48
403,,49
404,,38
405,,39
406,,53
407,,38
408,,46
409,,34
410,,43
411,,39
412,,34
413,,40
414,,39
415,,37
416,,47
417,,28
418,,26
419,,34
420,,35
421,,30
422,,45
423,,28
424,,41
425,,41
426,,36
427,,36
428,,24
429,,34
430,,27
431,,18
432,,27
433,,27
434,,46
435,,32
436,,33
437,,31
438,,38
439,,21
440,,33
441,,31
442,,25
443,,17
444,,30
445,,35
446,,27
447,,32
448,,27
449,,48
450,,27
451,,28
452,,33
453,,27
454,,30
455,,38
456,,22
457,,29
458,,20
459,,32
460,,32
461,,32
462,,37
463,,33
464,,32
465,,31
466,,46
467,,20
468,,36
469,,33
470,,32
471,,27
472,,26
473,,45
474,,29
475,,32
476,,34
477,,28
478,,31
479,,38
480,,26
481,,34
482,,32
483,,30
484,,33
485,,21
486,,36
487,,24
488,,25
489,,25
490,,29
491,,22
492,,31
493,,32
494,,18
495,,29
496,,14
497,,22
498,,26
499,,20
500,,20
501,,37
502,,37
503,,23
504,,21
505,,20
506,,21
507,,27
508,,25
509,,29
510,,21
511,,25
512,,21
513,,15
514,,23
515,,24
516,,21
517,,28
518,,20
519,,22
520,,14
521,,18
522,,15
523,,23
524,,18
525,,23
526,,31
527,,14
528,,25
529,,23
530,,19
531,,18
532,,23
533,,30
534,,20
535,,16
536,,21
537,,23
538,,27
539,,19
540,,16
541,,19
542,,27
543,,20
544,,27
545,,19
546,,23
547,,23
548,,32
549,,23
550,,14
551,,19
552,,17
553,,14
554,,14
555,,25
556,,27
557,,28
558,,20
559,,21
560,,24
561,,18
562,,19
563,,22
564,,22
565,,33
566,,25
567,,18
568,,21
569,,18
570,,23
571,,20
572,,16
573,,20
574,,5
575,,16
576,,16
577,,16
578,,17
579,,14
580,,20
581,,26
582,,12
583,,17
584,,16
585,,15
586,,24
587,,27
588,,8
589,,11
590,,21
591,,16
592,,11
593,,20
594,,15
595,,16
596,,12
597,,12
598,,13
599,,15
600,,16
601,,13
602,,15
603,,20
604,,16
605,,14
606,,25
607,,15
608,,16
609,,22
610,,18
611,,20
612,,17
613,,24
614,,16
615,,17
616,,14
617,,15
618,,17
619,,9
620,,22
621,,14
622,,19
623,,10
624,,16
625,,12
626,,17
627,,12
628,,11
629,,21
630,,18
631,,13
632,,17
633,,17
634,,21
635,,18
636,,17
637,,19
638,,20
639,,22
640,,10
641,,13
642,,12
643,,9
644,,10
645,,13
646,,14
647,,24
648,,14
649,,22
650,,15
651,,11
652,,17
653,,18
654,,11
655,,10
656,,13
657,,9
658,,11
659,,14
660,,17
661,,15
662,,16
663,,13
664,,18
665,,16
666,,18
667,,18
668,,7
669,,16
670,,16
671,,18
672,,12
673,,17
674,,9
675,,11
676,,7
677,,14
678,,15
679,,8
680,,14
681,,16
682,,17
683,,15
684,,13
685,,16
686,,14
687,,16
688,,17
689,,17
690,,14
691,,10
692,,12
693,,11
694,,9
695,,13
696,,11
697,,19
698,,14
699,,15
700,,10
701,,13
702,,13
703,,6
704,,15
705,,14
706,,10
707,,16
708,,8
709,,18
710,,10
711,,5
712,,10
713,,10
714,,18
715,,13
716,,11
717,,12
718,,13
719,,12
720,,11
721,,19
722,,14
723,,15
724,,10
725,,15
726,,15
727,,20
728,,11
729,,12
730,,15
731,,19
732,,8
733,,13
734,,14
735,,17
736,,14
737,,14
738,,8
739,,11
740,,16
741,,15
742,,9
743,,8
744,,12
745,,13
746,,17
747,,6
748,,6
749,,14
750,,17
751,,15
752,,16
753,,10
754,,10
755,,9
756,,13
757,,16
758,,10
759,,15
760,,13
761,,8
762,,9
763,,10
764,,9
765,,19
766,,10
767,,10
768,,14
769,,6
770,,15
771,,10
772,,14
773,,13
774,,11
775,,9
776,,13
777,,8
778,,16
779,,11
780,,12
781,,9
782,,13
783,,11
784,,9
785,,16
786,,10
787,,11
788,,10
789,,10
790,,15
791,,20
792,,18
793,,10
794,,5
795,,12
796,,22
797,,17
798,,8
799,,6
800,,12
801,,8
802,,13
803,,19
804,,13
805,,10
806,,16
807,,17
808,,11
809,,11
810,,7
811,,10
812,,7
813,,15
814,,16
815,,11
816,,11
817,,17
818,,13
819,,12
820,,14
821,,10
822,,9
823,,10
824,,14
825,,11
826,,9
827,,9
828,,11
829,,12
830,,15
831,,12
832,,15
833,,8
834,,12
835,,12
836,,10
837,,16
838,,8
839,,10
840,,4
841,,10
842,,14
843,,14
844,,13
845,,7
846,,8
847,,12
848,,16
849,,3
850,,13
851,,11
852,,6
853,,12
854,,15
855,,11
856,,11
857,,15
858,,8
859,,11
860,,15
861,,17
862,,17
863,,10
864,,17
865,,8
866,,12
867,,8
868,,11
869,,12
870,,12
871,,17
872,,15
873,,11
874,,8
875,,11
876,,5
877,,18
878,,13
879,,7
880,,8
881,,10
882,,6
883,,12
884,,8
885,,10
886,,10
887,,10
888,,13
889,,11
890,,15
891,,13
892,,17
893,,13
894,,15
895,,7
896,,7
897,,8
898,,7
899,,9
900,,9
901,,10
902,,8
903,,15
904,,12
905,,10
906,,11
907,,8
908,,6
909,,12
910,,7
911,,9
912,,4
913,,11
914,,12
915,,10
916,,9
917,,7
918,,13
919,,12
920,,9
921,,16
922,,6
923,,12
924,,6
925,,4
926,,12
927,,9
928,,10
929,,12
930,,8
931,,11
932,,14
933,,16
934,,14
935,,11
936,,9
937,,17
938,,13
939,,9
940,,11
941,,10
942,,8
943,,11
944,,7
945,,10
946,,12
947,,9
948,,10
949,,15
950,,9
951,,5
952,,13
953,,12
954,,10
955,,8
956,,18
957,,8
958,,12
959,,7
960,,7
961,,15
962,,4
963,,5
964,,10
965,,20
966,,9
967,,9
968,,10
969,,7
970,,8
971,,12
