Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,1000
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.50
Upper Discriminator:,1048
Lower Discriminator:,14
Calibration Coefficients:Elapsed Real Time:,105.17
Elapsed Live Time:,101.22
Start Time:,May 01, 2025, 04:56:28
End Time:,May 01, 2025, 04:58:13
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
0,,0
1,,5
2,,3
3,,3
4,,6
5,,34
6,,1506
7,,3002
8,,3964
9,,4815
10,,5510
11,,6167
12,,6709
13,,7120
14,,6880
15,,6703
16,,6280
17,,5715
18,,5292
19,,4897
20,,4741
21,,4442
22,,4341
23,,4202
24,,4088
25,,3850
26,,3708
27,,3728
28,,3554
29,,3498
30,,3336
31,,3207
32,,3036
33,,2867
34,,2822
35,,2723
36,,2627
37,,2581
38,,2607
39,,2632
40,,2582
41,,2468
42,,2417
43,,2372
44,,2224
45,,2158
46,,2091
47,,1933
48,,1978
49,,1806
50,,1703
51,,1700
52,,1689
53,,1609
54,,1521
55,,1476
56,,1383
57,,1328
58,,1323
59,,1284
60,,1246
61,,1219
62,,1166
63,,1184
64,,1082
65,,1086
66,,1084
67,,1065
68,,1025
69,,1000
70,,963
71,,1023
72,,1019
73,,912
74,,927
75,,918
76,,872
77,,871
78,,921
79,,890
80,,829
81,,828
82,,815
83,,785
84,,793
85,,879
86,,842
87,,793
88,,834
89,,834
90,,839
91,,863
92,,885
93,,864
94,,879
95,,859
96,,879
97,,907
98,,902
99,,926
100,,928
101,,923
102,,974
103,,946
104,,847
105,,876
106,,919
107,,905
108,,876
109,,851
110,,811
111,,815
112,,703
113,,728
114,,739
115,,690
116,,694
117,,644
118,,640
119,,622
120,,643
121,,568
122,,651
123,,577
124,,636
125,,604
126,,647
127,,652
128,,639
129,,610
130,,638
131,,635
132,,578
133,,572
134,,599
135,,587
136,,592
137,,527
138,,557
139,,570
140,,530
141,,514
142,,516
143,,493
144,,472
145,,491
146,,465
147,,431
148,,446
149,,423
150,,417
151,,404
152,,408
153,,408
154,,428
155,,408
156,,401
157,,434
158,,391
159,,388
160,,419
161,,412
162,,443
163,,402
164,,409
165,,397
166,,396
167,,386
168,,392
169,,383
170,,400
171,,378
172,,349
173,,353
174,,348
175,,291
176,,339
177,,332
178,,360
179,,303
180,,359
181,,323
182,,327
183,,334
184,,330
185,,337
186,,305
187,,281
188,,325
189,,330
190,,293
191,,307
192,,282
193,,287
194,,299
195,,293
196,,255
197,,318
198,,296
199,,274
200,,274
201,,286
202,,273
203,,266
204,,256
205,,282
206,,277
207,,298
208,,273
209,,260
210,,272
211,,278
212,,287
213,,244
214,,294
215,,298
216,,236
217,,238
218,,246
219,,270
220,,272
221,,277
222,,264
223,,282
224,,272
225,,265
226,,261
227,,282
228,,299
229,,280
230,,269
231,,247
232,,260
233,,260
234,,247
235,,259
236,,251
237,,284
238,,287
239,,252
240,,273
